n_windows,mean_pc1,range_pc1,null_p95,exceeds,range_mean_abs_r,pc1_by_window
6,0.5532614901144183,0.1234136544353373,0.1011539331503212,True,0.1258165917605532,0.508;0.559;0.483;0.570;0.606;0.593
12,0.5544874053147462,0.1804563812440188,0.1589131820884633,True,0.19054604557276594,0.489;0.540;0.608;0.516;0.440;0.523;0.557;0.586;0.582;0.620;0.598;0.594
