travel_sd,n,travel_ratio_med,travel_ratio_p90,span_over_series_sd_med,lam_trend_med
0.0,40,0.47496858531324926,0.684542481315817,1.3027215264037513,-0.026874919583906514
0.0,40,0.46017226758082524,0.6876572779557326,1.1881903240378986,0.04535214259765839
1.0,40,0.6080086546951287,0.8692488862361345,1.45384881096219,-0.23750030171532316
2.0,40,0.7183041280488834,1.090897910249639,1.70755060431653,0.1213563087083715
3.0,40,1.0684208858942317,1.386189994917849,2.006543221032863,0.05505754079750343
5.0,40,1.7261532746219488,2.2262520624481796,2.4528852916845825,0.18513088657872767
